Tue Nov 15 20:28:46 2022    output.dat

         300715 function calls (298357 primitive calls) in 95.256 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       35    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\lines.py:1303(set_solid_joinstyle)
       32    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\backend_bases.py:869(set_alpha)
       10    0.000    0.000    0.006    0.001 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\axis.py:1368(get_major_ticks)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       26    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\construction.py:438(ensure_wrapped_if_datetimelike)
       28    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\artist.py:1096(set_zorder)
        1    0.000    0.000    0.362    0.362 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2279(__init__)
       69    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
       50    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\indexes\base.py:884(__len__)
        7    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\PIL\PngImagePlugin.py:993(_close__fp)
       11    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\axis.py:202(_apply_tickdir)
        1    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\function_base.py:23(linspace)
       52    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
       34    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
       50    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:111(__init__)
       18    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\series.py:1238(_set_as_cached)
        4    0.000    0.000    0.001    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\series.py:2988(_construct_result)
        6    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\indexing.py:1692(_setitem_with_indexer_split_path)
        7    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\PIL\PngImagePlugin.py:921(load_end)
        8    0.000    0.000    0.003    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\axis.py:1085(<listcomp>)
        7    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_decoder}
        2    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\internals\blocks.py:2151(to_native_types)
        7    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\PIL\Image.py:413(_getdecoder)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
       19    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
       12    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\dtypes\missing.py:571(na_value_for_dtype)
        6    0.000    0.000    0.006    0.001 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\axis.py:1394(grid)
        4    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:668(deletecommand)
       94    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\PIL\GifImagePlugin.py:1(<module>)
      147    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\text.py:861(get_text)
        7    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\offsetbox.py:194(__init__)
      142    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\cbook\__init__.py:826(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\backend_bases.py:2925(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\patches.py:357(_set_facecolor)
       16    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\dtypes\common.py:1274(is_bool_dtype)
       97    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\path.py:245(should_simplify)
       10    0.000    0.000    0.002    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\array_algos\take.py:57(take_nd)
        2    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\io\common.py:254(_get_filepath_or_buffer)
        2    0.000    0.000    0.241    0.121 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\series.py:943(__getitem__)
       42    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\axis.py:752(get_transform)
        5    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_asarray.py:22(require)
       28    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\dtypes\common.py:1429(is_extension_array_dtype)
        7    0.000    0.000    0.016    0.002 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\PIL\Image.py:341(preinit)
       34    0.000    0.000    0.001    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\_config\config.py:571(_select_options)
        2    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\axes\_base.py:3931(set_ylim)
        2    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\backend_bases.py:1776(resize_event)
       16    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\series.py:640(name)
       17    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\transforms.py:1987(clear)
       64    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\transforms.py:2130(transform)
       35    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\lines.py:1191(set_markeredgewidth)
       48    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1910(__init__)
       31    0.000    0.000    0.001    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\_config\config.py:255(__call__)
       42    0.000    0.000    0.001    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\PIL\PngImagePlugin.py:137(_crc32)
        1    0.000    0.000    0.066    0.066 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\backends\_backend_tk.py:407(__init__)
       35    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\lines.py:1206(set_markersize)
       10    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\text.py:260(update_from)
     18/8    0.000    0.000    0.002    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\offsetbox.py:343(get_extent)
       24    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\axes\_base.py:4192(get_navigate)
      7/5    0.000    0.000    0.034    0.007 {built-in method builtins.__import__}
       98    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\font_manager.py:887(set_file)
        3    0.000    0.000    0.003    0.001 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\internals\managers.py:875(take)
        9    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\cbook\__init__.py:557(__setitem__)
    29/15    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\axes\_base.py:839(get_xaxis_transform)
        8    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\axis.py:503(_apply_tickdir)
       24    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\ticker.py:233(format_data_short)
       70    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\getlimits.py:415(_init)
       10    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\internals\blocks.py:1960(maybe_coerce_values)
      128    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\artist.py:1111(sticky_edges)
       10    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\dtypes\cast.py:468(maybe_promote)
       38    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\backend_bases.py:891(set_capstyle)
        4    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\legend.py:830(_auto_legend_data)
        6    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\indexing.py:1848(_setitem_single_column)
        7    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\PIL\PngImagePlugin.py:408(chunk_IHDR)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
        4    0.000    0.000    0.001    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\transforms.py:662(union)
       18    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:78(_check_methods)
       38    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\transforms.py:2688(get_matrix)
       19    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3127(ndim)
        1    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:344(_concatenate_chunks)
        8    0.000    0.000    0.009    0.001 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\axis.py:2320(_get_tick)
       32    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(around)
       20    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\text.py:1138(set_position)
       18    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\cbook\__init__.py:1661(safe_first_element)
       38    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\backend_bases.py:955(set_joinstyle)
        7    0.000    0.000    0.002    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\genericpath.py:27(isfile)
        2    0.000    0.000    0.012    0.006 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\backends\_backend_tk.py:60(_blit)
        1    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\io\parsers\base_parser.py:83(__init__)
       40    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\backend_bases.py:886(set_antialiased)
        9    0.000    0.000    0.009    0.001 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\axis.py:1275(get_majorticklocs)
        1    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\io\formats\string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\PIL\TiffImagePlugin.py:418(ImageFileDirectory_v2)
       60    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\subprocess.py:1060(__del__)
       34    0.000    0.000    0.001    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1382(bind)
        3    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\indexers\utils.py:457(check_array_indexer)
        2    0.000    0.000    0.001    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\offsetbox.py:699(__init__)
      164    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\enum.py:787(value)
       19    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\core\dtypes\common.py:1148(needs_i8_conversion)
      7/2    0.000    0.000    0.001    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\pandas\io\formats\printing.py:164(pprint_thing)
       28    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\axis.py:303(set_label1)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
        7    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\PIL\PngImagePlugin.py:344(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\backends\_backend_tk.py:732(createToolTip)
       13    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       37    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\shape_base.py:207(_arrays_for_stack_dispatcher)
       32    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3220(around)
        2    0.000    0.000    0.002    0.001 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\backends\_backend_tk.py:277(enter_notify_event)
        7    0.000    0.000    0.000    0.000 C:\Users\dhruv\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\patches.py:418(set_linestyle)
